title,category
Bought Kitchenware for birthday gift,Shopping
Bought Perfume from online store,Shopping
Paid for Home loan installment from bank,Bills
Bought wellness center Blood test,Health
Bought Spotify subscription from PlayStation,Entertainment
Had local bakery Smoothie,Food
Visited for hospital Vaccination,Health
Refueled with Metro card recharge for a trip,Transport
Shopping for shopping center Laptop bag,Shopping
Recharged Bike wash from Sajha Yatayat,Transport
Steam purchase for April,Entertainment
Home loan installment for January,Bills
Monthly Mobile recharge quarterly payment,Bills
Jeans for May,Shopping
Purchased Cinema ticket,Entertainment
Registered for Programming course from university,Education
Hot dog - street food stall,Food
Bought coaching center Study materials,Education
Got a new Daraz Electronics gadget,Shopping
Went for hospital Vitamin supplements,Health
Purchased Disney+ Bowling session,Entertainment
Monthly Water bill from landlord,Bills
Got a new shopping center Wallet,Shopping
Car service for October,Transport
Paid for utility company Society fee,Bills
boutique Cap,Shopping
Went for Vaccination monthly,Health
Train ticket - Uber,Transport
Grabbed Ramen after work,Food
Flight ticket for July,Transport
Bag - local mall,Shopping
Purchased Scooter rental from local garage,Transport
Registered for Coaching class fee for the course,Education
Purchased Vegetables from Starbucks,Food
Took a Cab fare to home,Transport
Disney+ subscription for February,Entertainment
outlet store Belt,Shopping
Ordered Sandwich from Subway,Food
Makeup kit - Daraz,Shopping
Breakfast at Eggs,Food
Paid for Spotify Disney+ subscription,Entertainment
Car rental for May,Transport
Daraz Electronics gadget,Shopping
Disney+ subscription for January,Entertainment
Purchased YouTube Steam purchase,Entertainment
Subscribed to E-book purchase from Netflix,Entertainment
Cleared NEA Internet bill,Bills
Registered for Study materials from Udemy,Education
Ordered boutique Phone case,Shopping
Purchased Bike rental for a trip,Transport
YouTube Premium - local cinema,Entertainment
Refueled with Taxi fare to hospital,Transport
Curtains - online store,Shopping
Laptop bag for July,Shopping
Recharged Tire replacement to the mall,Transport
Got a new Daraz Backpack,Shopping
Purchased Grilled fish from Burger King,Food
Streaming service with friends,Entertainment
Snack at Pasta from campus canteen,Food
Music album - PlayStation,Entertainment
Paid for Streaming service from YouTube,Entertainment
Purchased Metro card recharge from Tootle,Transport
Bought local bakery Waffles,Food
Amazon Prime Board game,Entertainment
Settled Loan EMI for the apartment,Bills
Purchased Bowling session from Amazon Prime,Entertainment
Ordered boutique Sneakers,Shopping
Ordered Phone case from Daraz,Shopping
Bought Headphones for college,Shopping
Monthly NEA Electricity bill,Bills
Used Petrol for a trip,Transport
Sneakers for October,Shopping
Ordered Electronics gadget from shopping center,Shopping
Bought College supplies from local college,Education
Breakfast at Thukpa at college,Food
Renewed local cinema Gaming subscription,Entertainment
Paid for Sandwich from Domino's,Food
Electronics gadget - boutique,Shopping
Lunch at Sushi at college,Food
Paid School books annual fee,Education
Bought local bakery Fried rice,Food
Bought boutique Bedsheet,Shopping
Auto rickshaw fare for April,Transport
Enrolled in School books for the workshop,Education
Paid for Auto rickshaw fare to hospital,Transport
Toll fee for May,Transport
Renewed Comic book from PlayStation,Entertainment
Registered for Stationery from Coursera,Education
Paid for Dental appointment from gym,Health
Dinner at Burger King Eggs,Food
Paid for Fried rice from campus canteen,Food
Refueled with Helmet purchase from local garage,Transport
Purchased Burger King Pastry,Food
Refueled with Uber Taxi fare,Transport
Lunch at Cake,Food
Visited for local clinic X-ray,Health
Purchased Textbooks annual fee,Education
Paid for Comic book premium plan,Entertainment
Registered for Certification exam from library,Education
Bought Surgery cost from wellness center,Health
Shopping for Amazon Curtains,Shopping
Paid for Vehicle insurance for weekend trip,Transport
Recharged Cab fare from Sajha Yatayat,Transport
Booked Car rental to hospital,Transport
Samosa for October,Food
Registered for Software license for study for the workshop,Education
Got a new Laptop bag for office,Shopping
Snack at Starbucks Sushi,Food
T-shirt,Shopping
Booked Metro card recharge from Sajha Yatayat,Transport
Bought local cinema Theatre ticket,Entertainment
Groceries - Subway,Food
Grabbed Eggs,Food
Shopping for Umbrella from shopping center,Shopping
Bought Jacket from outlet store,Shopping
Dinner at Kebab from Wow Momo,Food
Socks from online store,Shopping
Bread for December,Food
Paid for Xbox Game Pass Comic book,Entertainment
Got a new Headphones from shopping center,Shopping
Purchased Software license for study from Udemy,Education
Bought YouTube Bowling session,Entertainment
Purchased new Furniture piece from boutique,Shopping
Metro card recharge to the mall,Transport
Recharged Bike repair from petrol pump,Transport
Purchased Exam fee from local college,Education
Paid for Netflix subscription from YouTube,Entertainment
Garbage collection fee for April,Bills
Ordered online store Watch,Shopping
Went for diagnostic center Health checkup,Health
Sunglasses for July,Shopping
Paid Phone bill for the apartment,Bills
Fried chicken - hotel restaurant,Food
Flight ticket for March,Transport
Uber ride for December,Transport
Booked Lab test monthly,Health
Booked Disney+ Spotify subscription,Entertainment
Cab fare from Tootle,Transport
Fried rice - street food stall,Food
Visited for Surgery cost routine visit,Health
Pasta - Domino's,Food
Monthly Society fee for the apartment,Bills
Refueled with Toll fee from InDrive,Transport
Ordered Subway Noodles,Food
Ordered Headphones,Shopping
Subscribed to Comic book from Netflix,Entertainment
Got a new shopping center Bag,Shopping
Dumplings - hotel restaurant,Food
Salad - Pizza Hut,Food
Purchased Cab fare,Transport
Purchased Library fine for the workshop,Education
outlet store Furniture piece,Shopping
Bought Steam purchase annual plan,Entertainment
Snack at Biryani,Food
Sweater for August,Shopping
Pancakes - Subway,Food
Flight ticket for October,Transport
YouTube Premium from Amazon Prime,Entertainment
Car service to home,Transport
Recharged Helmet purchase,Transport
Bought Belt from Amazon,Shopping
Visited for Doctor appointment from diagnostic center,Health
Subscribed to Music album from PlayStation,Entertainment
Renewed Xbox Game Pass Karaoke night,Entertainment
Shopping for shopping center Bedsheet,Shopping
Bought shopping center Makeup kit,Shopping
Paid for Concert ticket premium plan,Entertainment
Visited for Blood test routine visit,Health
Dinner at Subway Steak,Food
Purchased Pathao Uber ride,Transport
Bought Jacket for college,Shopping
Purchased Rice bag with family,Food
Renewed Spotify Board game,Entertainment
Paid for Spotify Movie ticket,Entertainment
Bought McDonald's Waffles,Food
Bought Pharmacy purchase monthly,Health
Paid for Amazon Bag,Shopping
Bought Eye checkup emergency visit,Health
Went for X-ray from pharmacy,Health
Bought Lab test from local clinic,Health
Ordered Pastry,Food
Pancakes for May,Food
Got a new online store Electronics gadget,Shopping
Grabbed KFC Sushi,Food
Booked gas station Helmet purchase,Transport
Pizza - KFC,Food
Registered for Thesis printing for the course,Education
Snack at Milkshake,Food
Dinner at Domino's Smoothie,Food
Settled NEA Mobile recharge,Bills
Cleared Loan EMI from bank,Bills
Momo - Pizza Hut,Food
Paid bank Water bill,Bills
Paid utility company Insurance premium,Bills
Paid for Sneakers from Daraz,Shopping
Metro card recharge from Uber,Transport
Purchased YouTube Theatre ticket,Entertainment
Necklace online order,Shopping
Purchased university Seminar fee,Education
Booked Board game,Entertainment
Used Pathao Toll fee,Transport
Ordered Foodmandu Samosa,Food
Visited for Medical bill from local clinic,Health
Arcade tokens from Steam,Entertainment
Subscribed to Stand-up comedy show from YouTube,Entertainment
Paid for Earrings from Amazon,Shopping
Paid for pharmacy Vaccination,Health
Bought Backpack from Amazon,Shopping
Ordered Sushi with friends,Food
Paid Insurance premium for the apartment,Bills
Used Vehicle insurance downtown,Transport
Enrolled in coaching center College supplies,Education
Purchased PlayStation Spotify subscription,Entertainment
Booked Board game from YouTube,Entertainment
Bought Shoes from Amazon,Shopping
Purchased Bus ticket for weekend trip,Transport
Booked Comic book monthly plan,Entertainment
Bought Furniture piece seasonal sale,Shopping
Paid for Wallet,Shopping
Taxi fare for May,Transport
Backpack seasonal sale,Shopping
Ordered Phone case from Amazon,Shopping
Snack at Thukpa from food court,Food
Vehicle insurance for January,Transport
Arcade tokens monthly plan,Entertainment
Took a Bike rental from Pathao,Transport
Used Scooter rental from Pathao,Transport
Uber ride for January,Transport
Got a new Power bank from Daraz,Shopping
Purchased Sajha Yatayat Bike wash,Transport
Settled bank Maintenance fee,Bills
Paid for shopping center Laptop bag,Shopping
Booked Car service to hospital,Transport
Purchased Pathao Metro card recharge,Transport
Paid Phone bill from telecom provider,Bills
Amazon Prime membership from Steam,Entertainment
Purchased Spotify Comic book,Entertainment
Purchased Pasta,Food
Booked Cab fare from Uber,Transport
Rice bag - restaurant,Food
Renewed Steam Amusement park ticket,Entertainment
Ordered Sweater for office,Shopping
Bought Vitamin supplements routine visit,Health
Ordered Perfume for birthday gift,Shopping
Paid for Power bank,Shopping
Took a Cab fare from InDrive,Transport
Car service for January,Transport
Got a new Makeup kit from Daraz,Shopping
Paid for Tire replacement downtown,Transport
Paid for Eggs from hotel restaurant,Food
Mobile recharge for March,Bills
Ordered French fries with family,Food
Bought PlayStation Gaming subscription,Entertainment
Settled Insurance premium from landlord,Bills
Had food court Ice cream,Food
Purchased Tootle Metro card recharge,Transport
Paid for local ISP Monthly rent,Bills
Purchased gas station Vehicle insurance,Transport
Bought Shirt from online store,Shopping
Bought College supplies from Udemy,Education
Took a petrol pump Ride share,Transport
Bought Blood test follow-up visit,Health
Power bank for February,Shopping
Paid for Tootle Uber ride,Transport
Purchased Coursera Library fine,Education
Bought Steam Streaming service,Entertainment
Renewed Streaming service from Steam,Entertainment
Lunch at Waffles from hotel restaurant,Food
Paid for Music album from Xbox Game Pass,Entertainment
Renewed PlayStation Bowling session,Entertainment
PlayStation Plus - Steam,Entertainment
Got a new boutique Phone case,Shopping
Paid for Cinema ticket monthly plan,Entertainment
Purchased Amazon Prime Movie ticket,Entertainment
local garage Car rental,Transport
Paid Study materials from library,Education
Purchased PlayStation Plus premium plan,Entertainment
Ordered Snacks from restaurant,Food
Uber Bike wash,Transport
Renewed Steam purchase from Netflix,Entertainment
Snack at Milkshake at college,Food
Bought Stationery from library,Education
Refueled with gas station Diesel,Transport
Purchased new Amazon Bedsheet,Shopping
Kitchenware for October,Shopping
Bought Samosa at college,Food
Purchased Cake from McDonald's,Food
Booked Spotify subscription from Spotify,Entertainment
Ordered Curtains,Shopping
Coffee - street food stall,Food
Visited for Dental treatment routine visit,Health
Ordered online store Sneakers,Shopping
Purchased Textbooks from Udemy,Education
Paid for Medical bill emergency visit,Health
Jacket - online store,Shopping
Registered for university Study materials,Education
Bought PlayStation Plus with friends,Entertainment
Steam purchase - YouTube,Entertainment
Purchased new local mall Headphones,Shopping
Bought Gaming subscription annual plan,Entertainment
Subscribed to Steam Disney+ subscription,Entertainment
Paid for Medicine checkup,Health
Used Helmet purchase airport transfer,Transport
Shopping for online store Earrings,Shopping
Recharged Bike wash to hospital,Transport
E-book purchase from Xbox Game Pass,Entertainment
Cab fare for April,Transport
Ordered Curtains from shopping center,Shopping
Recharged InDrive Car rental,Transport
Ordered outlet store Phone case,Shopping
Purchased Auto rickshaw fare from InDrive,Transport
Paid for Auto rickshaw fare from Sajha Yatayat,Transport
Music album premium plan,Entertainment
Jacket for September,Shopping
Got a new Amazon Cap,Shopping
Subscribed to Disney+ subscription from Disney+,Entertainment
Dinner at McDonald's Burger,Food
Paid for Backpack from boutique,Shopping
Netflix subscription for March,Entertainment
Purchased Fried rice on the way home,Food
Purchased Disney+ Karaoke night,Entertainment
Purchased Bike rental from gas station,Transport
Booked Lab test from gym,Health
Got a new online store Earrings,Shopping
Took out Waffles with family,Food
Bike wash for December,Transport
Paid for Arcade tokens annual plan,Entertainment
Cleared local ISP Maintenance fee,Bills
Paid for bank Water tank refill,Bills
Booked pharmacy Painkillers,Health
Samosa - KFC,Food
Bought Certification exam from local college,Education
Purchased PlayStation Stand-up comedy show,Entertainment
Donuts - Foodmandu,Food
Refueled with Car service from local garage,Transport
Fried chicken for October,Food
Ordered Laptop bag from shopping center,Shopping
Purchased Video game purchase premium plan,Entertainment
Flight ticket from gas station,Transport
Booked diagnostic center Vitamin supplements,Health
Breakfast at hotel restaurant Samosa,Food
Renewed Arcade tokens from PlayStation,Entertainment
Monthly insurance company Society fee,Bills
Subscribed to YouTube Premium from YouTube,Entertainment
Took out Burrito at office,Food
Paid for NEA Water bill,Bills
Cleared insurance company Monthly rent,Bills
Disney+ Comic book,Entertainment
Got a new Furniture piece from local mall,Shopping
Bought Board game,Entertainment
Breakfast at Subway Rice bag,Food
Booked Vehicle insurance from gas station,Transport
Curtains online order,Shopping
Shopping for Electronics gadget from local mall,Shopping
Grabbed Snacks,Food
Perfume for August,Shopping
Doctor appointment for October,Health
Train ticket to the mall,Transport
Paid for Board game annual plan,Entertainment
Purchased new Headphones from Amazon,Shopping
Booked Movie ticket from Xbox Game Pass,Entertainment
Ordered Earrings for birthday gift,Shopping
Ordered Power bank for college,Shopping
Booked Ride share airport transfer,Transport
Cleared Garbage collection fee from NEA,Bills
Bought Charger seasonal sale,Shopping
Took out KFC Chicken curry,Food
Grabbed dhaba Cooking oil,Food
Booked Pathao ride from Tootle,Transport
Used Pathao Auto rickshaw fare,Transport
E-book purchase for December,Entertainment
Recharged local garage Cab fare,Transport
Bought coaching center Workshop registration,Education
Ordered Amazon Bedsheet,Shopping
Shopping for Sunglasses for office,Shopping
Purchased Diesel from local garage,Transport
Used gas station Diesel,Transport
Subscribed to E-book purchase from Spotify,Entertainment
Ordered Burrito from McDonald's,Food
Paid insurance company Home loan installment,Bills
Ordered Pizza at office,Food
Bought Coffee from Wow Momo,Food
Paid for Starbucks Snacks,Food
Streaming service for July,Entertainment
Perfume seasonal sale,Shopping
Paid for Waffles,Food
Theatre ticket from local cinema,Entertainment
Paid for Burger King Dosa,Food
Monthly Society fee for the house,Bills
Renewed Cinema ticket from YouTube,Entertainment
Sunglasses for December,Shopping
Xbox Game Pass Bowling session,Entertainment
Internet bill for September,Bills
Paid for Umbrella from Amazon,Shopping
Paid for shopping center Phone case,Shopping
Stationery for March,Education
Lunch at Steak from Starbucks,Food
Coaching class fee for December,Education
Paid for Gas cylinder for the house,Bills
Went for Medical bill monthly,Health
Paid for Maintenance fee from telecom provider,Bills
Used Bike fuel for weekend trip,Transport
Purchased Karaoke night weekend outing,Entertainment
Home loan installment for February,Bills
Renewed Spotify subscription from local cinema,Entertainment
Cleared Mobile recharge for the house,Bills
Got a new Sunglasses from shopping center,Shopping
gas station Bike fuel,Transport
Got a new Jacket,Shopping
Got a new Cap from online store,Shopping
Booked Gaming subscription monthly plan,Entertainment
Breakfast at Milk delivery order,Food
Booked Bowling session family plan,Entertainment
Purchased Netflix Theatre ticket,Entertainment
Steam purchase weekend outing,Entertainment
Uber ride to hospital,Transport
Bought PlayStation Plus from Amazon Prime,Entertainment
Makeup kit,Shopping
Snack at Soup during break,Food
Took out Foodmandu Steak,Food
Got a new Socks,Shopping
Purchased new outlet store Charger,Shopping
Purchased petrol pump Tire replacement,Transport
Board game - Amazon Prime,Entertainment
Used Ride share to the mall,Transport
Breakfast at Grilled fish at office,Food
Bought Chowmein from Wow Momo,Food
Recharged InDrive Pathao ride,Transport
Chowmein - Foodmandu,Food
Paid for Socks for office,Shopping
Bought shopping center Phone case,Shopping
Smoothie for July,Food
Recharged Helmet purchase from Tootle,Transport
Paid landlord Apartment rent,Bills
Uber Bike fuel,Transport
Cleared Garbage collection fee for the house,Bills
Settled Cable TV bill from utility company,Bills
Snack at Noodles,Food
Ramen - campus canteen,Food
Renewed Board game from PlayStation,Entertainment
Shopping for shopping center Makeup kit,Shopping
Enrolled in College fee from coaching center,Education
Renewed E-book purchase premium plan,Entertainment
Got a new outlet store Bedsheet,Shopping
Subscribed to Gaming subscription weekend outing,Entertainment
Purchased E-book purchase premium plan,Entertainment
Bought YouTube Amusement park ticket,Entertainment
Enrolled in library Library fine,Education
Subscribed to Music album,Entertainment
Streaming service - Netflix,Entertainment
Shopping for Daraz Bag,Shopping
Paid for Vegetables from KFC,Food
Recharged Bike repair from InDrive,Transport
Grabbed McDonald's Snacks,Food
Bought Watch for college,Shopping
PlayStation Theatre ticket,Entertainment
Gaming subscription - PlayStation,Entertainment
Renewed YouTube E-book purchase,Entertainment
Subscribed to Amusement park ticket from Disney+,Entertainment
Purchased Bowling session from Netflix,Entertainment
Booked Tootle Bus ticket,Transport
Purchased Amazon Prime Spotify subscription,Entertainment
Used Ride share downtown,Transport
Bought YouTube E-book purchase,Entertainment
online store Sneakers,Shopping
Paid for outlet store Umbrella,Shopping
Tire replacement - gas station,Transport
Grabbed Chowmein,Food
Paid for bank Loan EMI,Bills
Paid for Dental appointment checkup,Health
Paid for Xbox Game Pass Spotify subscription,Entertainment
Subscribed to Arcade tokens with friends,Entertainment
Took out Waffles,Food
Stand-up comedy show monthly plan,Entertainment
Took a Auto rickshaw fare from Tootle,Transport
Registered for Coaching class fee this semester,Education
Paid for Spotify subscription from Steam,Entertainment
Bought Amazon Bedsheet,Shopping
Paid for hospital Gym membership,Health
Booked Cinema ticket monthly plan,Entertainment
College fee for December,Education
Dinner at Bubble tea delivery order,Food
Bought Cap from shopping center,Shopping
Bought College supplies from Coursera,Education
Purchased new Sunglasses for college,Shopping
Sunglasses seasonal sale,Shopping
Train ticket for a trip,Transport
Booked Blood test emergency visit,Health
Garbage collection fee - landlord,Bills
Booked Petrol from local garage,Transport
Renewed Bowling session,Entertainment
Registered for Thesis printing from coaching center,Education
gas station Bike rental,Transport
Spotify subscription with friends,Entertainment
Tire replacement to home,Transport
Ordered local bakery Chowmein,Food
Breakfast at Fried chicken,Food
YouTube Premium for May,Entertainment
Paid for Steam purchase from Disney+,Entertainment
Paid for Spotify Concert ticket,Entertainment
Paid for Belt from boutique,Shopping
Took a Metro card recharge from Tootle,Transport
Booked Car rental from Sajha Yatayat,Transport
Used Petrol to college,Transport
Shopping for Socks for office,Shopping
Got a new Sunglasses from local mall,Shopping
Monthly Monthly rent from insurance company,Bills
Ordered Rice bag from food court,Food
Ordered Ice cream from McDonald's,Food
Bought Biryani with family,Food
Paid Property tax from landlord,Bills
Booked Xbox Game Pass Theatre ticket,Entertainment
Paid for Petrol from gas station,Transport
Paid for Blood test from local clinic,Health
Paid for telecom provider Property tax,Bills
Paid for Uber Auto rickshaw fare,Transport
Subscribed to Steam purchase family plan,Entertainment
Got a new Shirt seasonal sale,Shopping
Chowmein - KFC,Food
Auto rickshaw fare - Sajha Yatayat,Transport
Refueled with Bus ticket from local garage,Transport
Milk for April,Food
Paid for diagnostic center Gym membership,Health
Subscribed to Stand-up comedy show from Steam,Entertainment
Registered for local college Thesis printing,Education
Visited for wellness center Doctor appointment,Health
Dinner at Bubble tea for the party,Food
Refueled with Cab fare from petrol pump,Transport
Purchased new Belt from outlet store,Shopping
Paid for Tire replacement from Pathao,Transport
Subscribed to Spotify subscription from Steam,Entertainment
Booked Scooter rental from Tootle,Transport
Fuel station for December,Transport
Purchased new Backpack for office,Shopping
Bike rental for March,Transport
Visited for Surgery cost monthly,Health
local cinema E-book purchase,Entertainment
Paid for Petrol from petrol pump,Transport
outlet store Power bank,Shopping
Enrolled in local college Project materials,Education
Pathao ride for December,Transport
Shopping for Electronics gadget,Shopping
Paid for Amusement park ticket from Steam,Entertainment
Took a petrol pump Pathao ride,Transport
Pasta for April,Food
Renewed PlayStation Plus from Xbox Game Pass,Entertainment
Lunch at Falafel,Food
Bought Steam Theatre ticket,Entertainment
Bought School books from university,Education
Recharged Bike rental from local garage,Transport
Ordered Charger from shopping center,Shopping
Shopping for Sneakers from boutique,Shopping
Doctor appointment for March,Health
Purchased new Cap from boutique,Shopping
Breakfast at Milkshake from restaurant,Food
Purchased new online store Perfume,Shopping
Scooter rental for July,Transport
Used Train ticket from Pathao,Transport
Paid for PlayStation Spotify subscription,Entertainment
Paid for shopping center Bag,Shopping
Fuel station for June,Transport
Subscribed to Disney+ Bowling session,Entertainment
Had Sushi from Burger King,Food
Paid for Bike rental from Sajha Yatayat,Transport
Purchased local garage Taxi fare,Transport
Paid for Insurance premium this month,Bills
Dumplings - KFC,Food
Cleared local ISP Gas cylinder,Bills
Dinner at Ramen,Food
Refueled with Tootle Uber ride,Transport
Purchased new Amazon Shoes,Shopping
Breakfast at cafe Cake,Food
Grabbed Ice cream from restaurant,Food
Purchased Kebab,Food
Hot dog - McDonald's,Food
Booked Surgery cost from hospital,Health
Burger - street food stall,Food
Took a Train ticket to office,Transport
Grabbed Dal bhat from Bajeko Sekuwa,Food
Bought Gym membership from hospital,Health
Stand-up comedy show for February,Entertainment
Grabbed Pizza,Food
Visited for Yoga class fee from diagnostic center,Health
Laptop bag for April,Shopping
Monthly Loan EMI from local ISP,Bills
Went for wellness center Pharmacy purchase,Health
Renewed Spotify Spotify subscription,Entertainment
Bought Milkshake,Food
Settled telecom provider Apartment rent,Bills
Bought Physiotherapy session from gym,Health
Ordered online store Backpack,Shopping
Bought Necklace from outlet store,Shopping
Purchased new Umbrella,Shopping
Used Uber Ride share,Transport
Booked Amazon Prime YouTube Premium,Entertainment
Dinner at Waffles from dhaba,Food
Daraz Cap,Shopping
Breakfast at Hot dog during break,Food
Ordered Furniture piece from shopping center,Shopping
Got a new Amazon Bedsheet,Shopping
Steam Gaming subscription,Entertainment
Dal bhat for December,Food
Vehicle insurance - gas station,Transport
Ordered Socks online order,Shopping
Subscribed to YouTube Stand-up comedy show,Entertainment
Socks for birthday gift,Shopping
Textbooks for January,Education
Smoothie - McDonald's,Food
Purchased new Daraz Wallet,Shopping
Purchased gas station Scooter rental,Transport
Purchased hotel restaurant Dosa,Food
Uber Bus ticket,Transport
Paid for Electricity bill from bank,Bills
Subscribed to Disney+ subscription from YouTube,Entertainment
Subscribed to YouTube Board game,Entertainment
Purchased new Power bank from shopping center,Shopping
Dinner at Chicken curry from McDonald's,Food
Paid Lab fee for the course,Education
Ordered Necklace seasonal sale,Shopping
Booked PlayStation Stand-up comedy show,Entertainment
Subscribed to Bowling session from YouTube,Entertainment
Recharged Bus ticket to the mall,Transport
Paid for Belt for birthday gift,Shopping
Renewed Bowling session family plan,Entertainment
Diesel for September,Transport
Used Fuel station downtown,Transport
Purchased Amazon Prime E-book purchase,Entertainment
Took out Thukpa from cafe,Food
Paid Internet bill from insurance company,Bills
Bike fuel for a trip,Transport
Renewed Amusement park ticket from Xbox Game Pass,Entertainment
Socks - outlet store,Shopping
Ordered Burger King Sandwich,Food
Bought library Workshop registration,Education
Paid Seminar fee for the course,Education
Music album - Disney+,Entertainment
Enrolled in Certification exam from university,Education
Took a Car rental from local garage,Transport
Purchased Spotify Spotify subscription,Entertainment
Paid for PlayStation Plus from local cinema,Entertainment
Paid Coursera Coaching class fee,Education
Ordered Milkshake from Subway,Food
Bought Concert ticket from local cinema,Entertainment
Video game purchase from PlayStation,Entertainment
boutique Electronics gadget,Shopping
Purchased Coursera Online course,Education
Juice for May,Food
Bedsheet from online store,Shopping
Health insurance premium for May,Health
Bought Backpack for birthday gift,Shopping
Refueled with Uber Fuel station,Transport
Took out Groceries from Pizza Hut,Food
Paid for Karaoke night premium plan,Entertainment
Purchased Disney+ Concert ticket,Entertainment
Renewed Stand-up comedy show with friends,Entertainment
Monthly NEA Phone bill,Bills
Paid for Electronics gadget from boutique,Shopping
Snack at Falafel from local bakery,Food
Grabbed Tea from KFC,Food
Paid local college Certification exam,Education
Eggs for November,Food
Dinner at Hot dog takeaway,Food
Bowling session for August,Entertainment
Amusement park ticket for June,Entertainment
Fruits - cafe,Food
Recharged Metro card recharge for a trip,Transport
Jeans from outlet store,Shopping
Booked Surgery cost emergency visit,Health
Took out Foodmandu Coffee,Food
Paid for Netflix Disney+ subscription,Entertainment
Watch,Shopping
Bought Samosa on the way home,Food
Used petrol pump Fuel station,Transport
Subscribed to Xbox Game Pass Amusement park ticket,Entertainment
Laptop bag for March,Shopping
Soup - McDonald's,Food
Paid for House rent for the house,Bills
Paid for Monthly rent from NEA,Bills
Paid for local garage Taxi fare,Transport
Booked Music album annual plan,Entertainment
Steak - Wow Momo,Food
Had Cooking oil from Foodmandu,Food
Snacks - Pizza Hut,Food
Bought outlet store Wallet,Shopping
Booked Netflix subscription from Spotify,Entertainment
Paid for shopping center Bedsheet,Shopping
Cooking oil for May,Food
Grabbed Burger King Kebab,Food
Netflix Movie ticket,Entertainment
Ordered boutique Bag,Shopping
Cleared telecom provider Phone bill,Bills
Bought shopping center Backpack,Shopping
Took out Fried rice,Food
Settled utility company Garbage collection fee,Bills
Purchased Coaching class fee from local college,Education
Used Vehicle insurance from gas station,Transport
Refueled with Diesel from gas station,Transport
Purchased Software license for study from bookstore,Education
Booked Sajha Yatayat Cab fare,Transport
Makeup kit for December,Shopping
Refueled with gas station Ride share,Transport
Subscribed to Netflix subscription,Entertainment
Ordered outlet store Headphones,Shopping
Bought local clinic X-ray,Health
Spotify subscription for June,Entertainment
Ordered Amazon Earrings,Shopping
Purchased Amusement park ticket from Disney+,Entertainment
Booked local cinema Theatre ticket,Entertainment
Shopping for Curtains from boutique,Shopping
Ordered food court Snacks,Food
Took out Starbucks Fruits,Food
Purchased Bowling session from Disney+,Entertainment
Paid for Hot dog from Wow Momo,Food
Bought Milk,Food
Purchased new Socks,Shopping
Recharged Sajha Yatayat Train ticket,Transport
Purchased Bowling session from local cinema,Entertainment
Bought hospital X-ray,Health
Used Bike repair to hospital,Transport
Ordered Power bank from boutique,Shopping
Snack at Sushi for the party,Food
Refueled with Bus ticket to home,Transport
Booked Pathao Ride share,Transport
Recharged Bike rental for a trip,Transport
Booked Medical bill from gym,Health
Purchased Gaming subscription,Entertainment
Took a InDrive Bike repair,Transport
Purchased Thesis printing from library,Education
Monthly Credit card payment this month,Bills
Purchased gas station Ride share,Transport
Refueled with Pathao Uber ride,Transport
Had Biryani,Food
Recharged gas station Bike repair,Transport
Paid for Netflix Steam purchase,Entertainment
Bought pharmacy Eye checkup,Health
Bought Hot dog from Wow Momo,Food
Sandwich for July,Food
Purchased new Amazon Earrings,Shopping
Had Rice bag from Bajeko Sekuwa,Food
Workshop registration - university,Education
Spotify subscription for April,Entertainment
Paid for YouTube Premium with friends,Entertainment
Dinner at dhaba Groceries,Food
Purchased Steam Comic book,Entertainment
Burger - Bajeko Sekuwa,Food
Recharged local garage Fuel station,Transport
Ordered Curtains for college,Shopping
Paid for Netflix Comic book,Entertainment
Went for gym Health insurance premium,Health
Petrol - gas station,Transport
Bought Grilled fish during break,Food
Paid for Bike fuel,Transport
Cinema ticket for January,Entertainment
Ordered boutique Necklace,Shopping
Helmet purchase for December,Transport
local garage Tire replacement,Transport
Grabbed Starbucks Burger,Food
Refueled with Sajha Yatayat Uber ride,Transport
Used petrol pump Uber ride,Transport
Enrolled in library Stationery,Education
Disney+ subscription for June,Entertainment
Cake for October,Food
Used Bike fuel from InDrive,Transport
Paid for bank Electricity bill,Bills
Theatre ticket - PlayStation,Entertainment
Bought Electronics gadget from Amazon,Shopping
Paid Home loan installment annual payment,Bills
Recharged Tire replacement downtown,Transport
Subscribed to PlayStation Comic book,Entertainment
Grabbed Juice with friends,Food
Settled Property tax from bank,Bills
Bought local mall Belt,Shopping
Purchased street food stall Vegetables,Food
Settled Garbage collection fee annual payment,Bills
Booked Steam purchase weekend outing,Entertainment
Renewed Streaming service from Netflix,Entertainment
Paid for YouTube Premium annual plan,Entertainment
Recharged petrol pump Scooter rental,Transport
Refueled with Bus ticket downtown,Transport
Disney+ subscription for December,Entertainment
Refueled with Flight ticket for weekend trip,Transport
Recharged Bike repair from gas station,Transport
Renewed Gaming subscription annual plan,Entertainment
Cinema ticket for September,Entertainment
Renewed PlayStation Plus from Steam,Entertainment
Textbooks - local college,Education
Cleared telecom provider WiFi payment,Bills
Video game purchase for September,Entertainment
Subscribed to Bowling session premium plan,Entertainment
Bought Pharmacy purchase from hospital,Health
Sushi - food court,Food
Had Dosa,Food
Breakfast at Sushi from Pizza Hut,Food
Health checkup for September,Health
Paid for Gym membership from gym,Health
Paid for Phone case from outlet store,Shopping
Paid for Ride share for weekend trip,Transport
Bought Netflix E-book purchase,Entertainment
Ordered Eggs from Domino's,Food
Makeup kit for college,Shopping
